game_date,team,latest_report_datetime,out_count,doubtful_count,questionable_count,probable_count,available_count,weighted_injury_score,reported_player_count,estimated_absence_days_total,estimated_absence_days_max,injury_impact_score,long_term_absence_count
2021-10-19,BRK,2021-10-19 17:00:00,1,0,0,0,0,1.0,1,5.0,5.0,5.0,0
2021-10-19,GSW,2021-10-19 17:00:00,4,0,0,0,0,4.0,4,236.0,180.0,236.0,3
2021-10-19,LAL,2021-10-19 17:00:00,3,0,1,1,0,3.75,5,48.0,14.0,34.0,1
2021-10-19,MIL,2021-10-19 17:00:00,4,0,0,0,0,4.0,4,147.0,120.0,147.0,2
2021-10-20,BOS,2021-10-20 17:00:00,2,0,1,0,0,2.5,3,15.0,7.0,11.15,0
2021-10-20,CHA,2021-10-20 17:00:00,0,0,1,1,0,0.75,2,13.0,10.0,4.95,0
2021-10-20,CHI,2021-10-20 17:00:00,1,0,0,0,1,1.0,2,9.0,5.0,4.0,0
2021-10-20,CLE,2021-10-20 17:00:00,1,1,0,0,0,1.75,2,13.0,10.0,10.5,0
2021-10-20,DEN,2021-10-20 17:00:00,1,0,0,1,0,1.25,2,10.0,7.0,7.45,0
2021-10-20,DET,2021-10-20 17:00:00,3,0,0,0,0,3.0,3,24.0,10.0,24.0,0
2021-10-20,HOU,2021-10-20 17:00:00,1,0,1,0,0,1.5,2,8.0,5.0,6.35,0
2021-10-20,IND,2021-10-20 17:00:00,3,0,2,1,0,4.25,6,58.0,25.0,48.3,2
2021-10-20,MEM,2021-10-20 17:00:00,1,0,0,0,0,1.0,2,30.0,25.0,26.25,1
2021-10-20,MIN,2021-10-20 17:00:00,1,0,2,0,0,2.0,4,23.0,10.0,12.1,0
2021-10-20,NOP,2021-10-20 17:00:00,1,0,1,0,0,1.5,3,33.0,25.0,27.6,1
2021-10-20,NYK,2021-10-20 17:00:00,1,1,0,0,0,1.75,2,8.0,5.0,7.25,0
2021-10-20,ORL,2021-10-20 17:00:00,5,0,0,0,0,5.0,5,36.0,12.0,36.0,0
2021-10-20,PHI,2021-10-20 17:00:00,3,0,0,0,0,3.0,3,22.0,10.0,22.0,0
2021-10-20,PHX,2021-10-20 17:00:00,1,0,0,0,0,1.0,2,245.0,240.0,241.25,1
2021-10-20,POR,2021-10-20 17:00:00,1,0,0,0,0,1.0,1,3.0,3.0,3.0,0
2021-10-20,SAC,2021-10-19 17:00:00,0,0,0,0,0,0.0,1,5.0,5.0,1.25,0
2021-10-20,SAS,2021-10-20 17:00:00,2,0,0,0,1,2.0,4,61.0,45.0,51.25,1
2021-10-20,TOR,2021-10-20 17:00:00,2,0,1,0,0,2.5,3,20.0,10.0,18.35,0
2021-10-20,UTA,2021-10-20 17:00:00,2,0,0,1,0,2.25,4,21.0,7.0,14.7,0
2021-10-20,WAS,2021-10-20 17:00:00,3,0,0,0,0,3.0,3,26.0,14.0,26.0,1
2021-10-21,ATL,2021-10-21 17:00:00,1,0,2,1,0,2.25,4,16.0,7.0,10.15,0
2021-10-21,DAL,2021-10-21 17:00:00,2,0,0,0,0,2.0,2,10.0,5.0,10.0,0
2021-10-21,GSW,2021-10-21 17:00:00,3,0,0,0,0,3.0,4,40.0,21.0,36.25,1
2021-10-21,LAC,2021-10-21 17:00:00,5,0,0,0,0,5.0,6,265.0,240.0,261.25,1
2021-10-21,MIA,2021-10-21 17:00:00,1,0,0,0,0,1.0,1,7.0,7.0,7.0,0
2021-10-21,MIL,2021-10-21 17:00:00,6,0,0,0,0,6.0,6,40.0,14.0,40.0,1
2021-10-22,BOS,2021-10-22 17:00:00,0,0,1,2,1,1.0,4,38.0,25.0,4.05,0
2021-10-22,BRK,2021-10-22 17:00:00,1,0,0,0,0,1.0,1,5.0,5.0,5.0,0
2021-10-22,CHA,2021-10-22 17:00:00,0,0,1,0,0,0.5,1,10.0,10.0,4.5,0
2021-10-22,CHI,2021-10-22 17:00:00,1,0,0,0,1,1.0,2,9.0,5.0,4.0,0
2021-10-22,CLE,2021-10-22 17:00:00,1,0,1,1,0,1.75,3,23.0,10.0,9.0,0
2021-10-22,DEN,2021-10-22 17:00:00,1,0,1,0,0,1.5,2,10.0,7.0,8.35,0
2021-10-22,HOU,2021-10-22 17:00:00,1,0,0,0,0,1.0,1,5.0,5.0,5.0,0
2021-10-22,IND,2021-10-22 17:00:00,3,0,3,0,0,4.5,6,58.0,25.0,49.2,2
2021-10-22,LAL,2021-10-22 17:00:00,4,0,1,0,0,4.5,6,39.0,14.0,33.6,1
2021-10-22,NOP,2021-10-22 17:00:00,3,0,0,0,0,3.0,3,31.0,25.0,31.0,1
2021-10-22,NYK,2021-10-22 17:00:00,3,0,0,0,0,3.0,3,11.0,5.0,11.0,0
2021-10-22,OKC,2021-10-21 17:00:00,0,0,0,0,0,0.0,1,5.0,5.0,1.25,0
2021-10-22,ORL,2021-10-22 17:00:00,6,0,0,0,0,6.0,6,39.0,12.0,39.0,0
2021-10-22,PHI,2021-10-22 17:00:00,3,0,1,0,0,3.5,4,23.0,10.0,21.35,0
2021-10-22,PHX,2021-10-22 17:00:00,1,0,0,1,0,1.25,3,248.0,240.0,241.7,1
2021-10-22,SAC,2021-10-22 17:00:00,0,0,1,0,0,0.5,2,8.0,5.0,2.6,0
2021-10-22,SAS,2021-10-22 17:00:00,2,0,0,0,0,2.0,2,50.0,45.0,50.0,1
2021-10-22,TOR,2021-10-22 17:00:00,2,0,0,0,0,2.0,2,17.0,10.0,17.0,0
2021-10-22,UTA,2021-10-22 17:00:00,1,0,0,0,0,1.0,2,12.0,7.0,8.25,0
2021-10-22,WAS,2021-10-22 17:00:00,5,0,0,0,0,5.0,5,39.0,14.0,39.0,1
2021-10-23,ATL,2021-10-23 17:00:00,2,0,0,0,0,2.0,2,10.0,7.0,10.0,0
2021-10-23,CHI,2021-10-23 17:00:00,1,0,0,0,0,1.0,2,9.0,5.0,5.25,0
2021-10-23,CLE,2021-10-23 17:00:00,2,0,0,0,0,2.0,3,18.0,10.0,14.25,0
2021-10-23,DAL,2021-10-23 17:00:00,2,0,0,0,0,2.0,2,10.0,5.0,10.0,0
2021-10-23,DET,2021-10-23 17:00:00,3,0,0,0,0,3.0,4,29.0,10.0,25.25,0
2021-10-23,IND,2021-10-23 17:00:00,3,0,3,0,0,4.5,7,63.0,25.0,50.45,2
2021-10-23,LAC,2021-10-23 17:00:00,3,0,1,0,0,3.5,5,262.0,240.0,256.6,1
2021-10-23,MEM,2021-10-23 17:00:00,1,0,0,0,0,1.0,2,30.0,25.0,26.25,1
2021-10-23,MIA,2021-10-23 17:00:00,1,0,2,0,0,2.0,4,32.0,10.0,17.25,0
2021-10-23,MIL,2021-10-23 17:00:00,4,0,0,0,2,4.0,6,40.0,14.0,34.0,1
2021-10-23,NOP,2021-10-23 17:00:00,1,2,0,0,0,2.5,4,36.0,25.0,30.75,1
2021-10-23,PHX,2021-10-23 17:00:00,2,0,0,1,0,2.25,4,262.0,240.0,255.7,2
2021-10-23,POR,2021-10-23 17:00:00,1,0,0,0,0,1.0,2,8.0,5.0,4.25,0
2021-10-23,SAS,2021-10-23 17:00:00,2,0,0,0,0,2.0,3,55.0,45.0,51.25,1
2021-10-23,TOR,2021-10-23 17:00:00,2,0,0,0,0,2.0,3,22.0,10.0,18.25,0
2021-10-24,BOS,2021-10-24 17:00:00,3,0,0,0,1,3.0,5,43.0,25.0,14.25,0
2021-10-24,BRK,2021-10-24 17:00:00,2,0,0,0,0,2.0,2,10.0,5.0,10.0,0
2021-10-24,CHA,2021-10-24 17:00:00,1,0,0,0,0,1.0,1,10.0,10.0,10.0,0
2021-10-24,GSW,2021-10-24 17:00:00,4,0,0,0,0,4.0,5,43.0,21.0,39.25,1
2021-10-24,LAL,2021-10-24 17:00:00,4,0,0,0,0,4.0,5,36.0,14.0,32.25,1
2021-10-24,MEM,2021-10-24 17:00:00,1,0,0,0,0,1.0,2,30.0,25.0,26.25,1
2021-10-24,NYK,2021-10-24 17:00:00,1,1,0,0,1,1.75,3,11.0,5.0,7.25,0
2021-10-24,OKC,2021-10-23 17:00:00,0,0,0,0,0,0.0,1,5.0,5.0,1.25,0
2021-10-24,ORL,2021-10-24 17:00:00,5,0,1,0,0,5.5,6,39.0,12.0,37.35,0
2021-10-24,PHI,2021-10-24 17:00:00,4,0,1,0,0,4.5,5,33.0,10.0,31.35,0
2021-10-24,SAC,2021-10-24 17:00:00,0,0,1,0,0,0.5,2,8.0,5.0,2.6,0
2021-10-25,ATL,2021-10-25 17:00:00,2,0,1,0,0,2.5,3,13.0,7.0,11.35,0
2021-10-25,BOS,2021-10-25 17:00:00,2,1,2,0,1,3.75,7,49.0,25.0,16.2,0
2021-10-25,BRK,2021-10-25 17:00:00,2,0,0,1,0,2.25,4,18.0,5.0,11.7,0
2021-10-25,CHA,2021-10-25 17:00:00,4,0,0,0,0,4.0,5,37.0,12.0,33.25,0
2021-10-25,CHI,2021-10-25 17:00:00,4,0,1,0,0,4.5,5,22.0,5.0,20.35,0
2021-10-25,CLE,2021-10-25 17:00:00,2,0,2,0,0,3.0,4,23.0,10.0,15.85,0
2021-10-25,DEN,2021-10-25 17:00:00,2,0,0,0,0,2.0,2,10.0,7.0,10.0,0
2021-10-25,DET,2021-10-25 17:00:00,3,0,1,0,0,3.5,4,27.0,10.0,25.35,0
2021-10-25,IND,2021-10-25 17:00:00,3,0,0,0,0,3.0,3,42.0,25.0,42.0,2
2021-10-25,LAC,2021-10-25 17:00:00,3,0,1,0,0,3.5,5,262.0,240.0,256.6,1
2021-10-25,MIA,2021-10-25 17:00:00,1,0,1,0,0,1.5,2,17.0,10.0,11.5,0
2021-10-25,MIL,2021-10-25 17:00:00,3,1,1,0,0,4.25,5,44.0,14.0,33.8,1
2021-10-25,MIN,2021-10-24 17:00:00,0,0,0,0,0,0.0,1,5.0,5.0,1.25,0
2021-10-25,NOP,2021-10-25 17:00:00,1,0,2,0,0,2.0,3,31.0,25.0,27.7,1
2021-10-25,ORL,2021-10-25 17:00:00,5,0,0,0,1,5.0,7,44.0,12.0,37.25,0
2021-10-25,POR,2021-10-25 17:00:00,2,0,0,0,0,2.0,3,11.0,5.0,7.25,0
2021-10-25,TOR,2021-10-25 17:00:00,2,0,0,0,0,2.0,2,17.0,10.0,17.0,0
2021-10-25,WAS,2021-10-25 17:00:00,4,0,1,0,0,4.5,5,39.0,14.0,37.35,1
2021-10-26,DAL,2021-10-26 17:00:00,2,0,0,0,0,2.0,2,10.0,5.0,10.0,0
2021-10-26,DEN,2021-10-26 17:00:00,2,0,0,1,0,2.25,4,18.0,7.0,11.7,0
2021-10-26,GSW,2021-10-26 17:00:00,4,0,0,1,0,4.25,6,48.0,21.0,41.7,1
2021-10-26,HOU,2021-10-26 17:00:00,2,0,0,0,0,2.0,2,10.0,5.0,10.0,0
2021-10-26,LAL,2021-10-26 17:00:00,5,0,2,0,0,6.0,7,44.0,14.0,34.65,1
2021-10-26,NYK,2021-10-26 17:00:00,1,0,1,0,0,1.5,2,8.0,5.0,6.35,0
2021-10-26,OKC,2021-10-26 17:00:00,4,0,0,0,0,4.0,5,25.0,5.0,21.25,0
2021-10-26,PHI,2021-10-26 17:00:00,5,0,2,0,0,6.0,7,43.0,10.0,35.85,0
2021-10-26,SAS,2021-10-26 17:00:00,2,0,0,0,0,2.0,3,55.0,45.0,51.25,1
2021-10-26,UTA,2021-10-26 17:00:00,1,0,1,0,0,1.5,3,15.0,7.0,9.6,0
2021-10-27,ATL,2021-10-27 17:00:00,1,0,2,1,0,2.25,5,21.0,7.0,11.4,0
2021-10-27,BOS,2021-10-27 17:00:00,2,0,1,1,1,2.75,5,48.0,25.0,14.95,0
2021-10-27,BRK,2021-10-27 17:00:00,1,0,0,0,0,1.0,1,5.0,5.0,5.0,0
2021-10-27,CHA,2021-10-27 17:00:00,1,1,0,0,0,1.75,2,22.0,12.0,19.5,0
2021-10-27,CLE,2021-10-27 17:00:00,2,1,0,0,0,2.75,4,29.0,14.0,21.75,1
2021-10-27,IND,2021-10-27 17:00:00,2,0,1,0,0,2.5,4,47.0,25.0,41.6,2
2021-10-27,LAC,2021-10-27 17:00:00,4,0,1,0,0,4.5,6,265.0,240.0,259.6,1
2021-10-27,LAL,2021-10-27 17:00:00,6,0,2,0,0,7.0,9,52.0,14.0,38.9,1
2021-10-27,MEM,2021-10-27 17:00:00,1,0,0,0,0,1.0,2,30.0,25.0,26.25,1
2021-10-27,MIA,2021-10-27 17:00:00,2,0,0,0,0,2.0,2,12.0,7.0,12.0,0
2021-10-27,MIL,2021-10-27 17:00:00,3,0,0,2,0,3.5,6,49.0,14.0,24.85,1
2021-10-27,MIN,2021-10-27 17:00:00,1,0,0,0,0,1.0,2,10.0,5.0,6.25,0
2021-10-27,NOP,2021-10-27 17:00:00,1,0,1,0,0,1.5,2,28.0,25.0,26.35,1
2021-10-27,OKC,2021-10-27 17:00:00,4,0,0,0,0,4.0,5,25.0,5.0,21.25,0
2021-10-27,ORL,2021-10-27 17:00:00,5,0,0,0,0,5.0,5,36.0,12.0,36.0,0
2021-10-27,PHX,2021-10-27 17:00:00,2,0,0,0,0,2.0,3,259.0,240.0,255.25,2
2021-10-27,POR,2021-10-27 17:00:00,1,0,1,0,0,1.5,3,11.0,5.0,5.6,0
2021-10-27,SAC,2021-10-27 17:00:00,4,0,0,0,0,4.0,5,25.0,5.0,21.25,0
2021-10-27,TOR,2021-10-27 17:00:00,2,0,0,0,0,2.0,2,17.0,10.0,17.0,0
2021-10-27,WAS,2021-10-27 17:00:00,4,0,1,0,0,4.5,5,39.0,14.0,37.35,1
2021-10-28,ATL,2021-10-28 17:00:00,1,0,2,2,0,2.5,6,24.0,7.0,11.85,0
2021-10-28,CHI,2021-10-28 17:00:00,4,0,1,0,0,4.5,5,27.0,8.0,22.6,0
2021-10-28,DAL,2021-10-28 17:00:00,3,0,1,0,0,3.5,4,21.0,10.0,19.35,0
2021-10-28,DET,2021-10-28 17:00:00,3,0,1,0,0,3.5,4,18.0,5.0,16.35,0
2021-10-28,GSW,2021-10-28 17:00:00,3,0,0,0,0,3.0,4,40.0,21.0,36.25,1
2021-10-28,HOU,2021-10-28 17:00:00,3,0,0,0,0,3.0,3,13.0,5.0,13.0,0
2021-10-28,MEM,2021-10-28 17:00:00,1,0,0,0,0,1.0,2,30.0,25.0,26.25,1
2021-10-28,NYK,2021-10-28 17:00:00,2,0,0,0,0,2.0,2,8.0,5.0,8.0,0
2021-10-28,PHI,2021-10-28 17:00:00,4,0,2,0,0,5.0,6,33.0,10.0,25.85,0
2021-10-28,SAS,2021-10-28 17:00:00,5,0,0,0,0,5.0,6,68.0,45.0,64.25,1
2021-10-28,UTA,2021-10-28 17:00:00,2,0,3,0,0,3.5,5,21.0,7.0,16.05,0
2021-10-28,WAS,2021-10-28 17:00:00,5,0,0,0,0,5.0,6,277.0,240.0,273.25,2
2021-10-29,BRK,2021-10-29 17:00:00,1,0,1,0,0,1.5,2,8.0,5.0,6.35,0
2021-10-29,CHA,2021-10-29 17:00:00,4,1,1,0,0,5.25,6,42.0,12.0,33.5,0
2021-10-29,CLE,2021-10-29 17:00:00,4,0,0,0,0,4.0,5,32.0,14.0,28.25,1
2021-10-29,DAL,2021-10-29 17:00:00,2,0,0,1,0,2.25,4,21.0,10.0,14.7,0
2021-10-29,DEN,2021-10-29 17:00:00,2,0,1,0,0,2.5,3,13.0,7.0,11.35,0
2021-10-29,IND,2021-10-29 17:00:00,4,0,1,0,0,4.5,5,48.0,25.0,46.35,2
2021-10-29,LAC,2021-10-29 17:00:00,5,0,1,0,0,5.5,7,270.0,240.0,264.6,1
2021-10-29,LAL,2021-10-29 17:00:00,3,0,4,3,0,5.75,11,58.0,14.0,31.75,1
2021-10-29,MIA,2021-10-29 17:00:00,2,0,1,1,0,2.75,4,18.0,7.0,13.8,0
2021-10-29,NOP,2021-10-29 17:00:00,1,1,1,0,0,2.25,3,38.0,25.0,33.85,1
2021-10-29,ORL,2021-10-29 17:00:00,6,0,0,0,0,6.0,6,41.0,12.0,41.0,0
2021-10-29,POR,2021-10-29 17:00:00,1,0,1,0,0,1.5,3,11.0,5.0,5.6,0
2021-10-29,SAC,2021-10-29 17:00:00,4,0,0,0,0,4.0,5,25.0,5.0,21.25,0
2021-10-29,TOR,2021-10-29 17:00:00,2,0,0,0,0,2.0,2,17.0,10.0,17.0,0
2021-10-30,ATL,2021-10-30 17:00:00,1,0,0,1,0,1.25,2,10.0,7.0,7.45,0
2021-10-30,BOS,2021-10-30 17:00:00,5,0,0,0,2,5.0,7,27.0,5.0,21.0,0
2021-10-30,CHI,2021-10-30 17:00:00,4,0,0,0,1,4.0,6,30.0,8.0,18.25,0
2021-10-30,CLE,2021-10-30 17:00:00,4,0,0,0,0,4.0,5,32.0,14.0,28.25,1
2021-10-30,DEN,2021-10-30 17:00:00,2,0,0,1,0,2.25,4,18.0,7.0,11.7,0
2021-10-30,DET,2021-10-30 17:00:00,2,0,0,1,0,2.25,3,15.0,7.0,12.45,0
2021-10-30,GSW,2021-10-30 17:00:00,3,0,2,1,0,4.25,6,53.0,21.0,28.0,1
2021-10-30,IND,2021-10-30 17:00:00,3,1,1,0,0,4.25,6,53.0,25.0,46.85,2
2021-10-30,MEM,2021-10-30 17:00:00,1,0,1,0,0,1.5,3,33.0,25.0,27.6,1
2021-10-30,MIA,2021-10-30 17:00:00,2,0,1,0,0,2.5,4,20.0,7.0,14.6,0
2021-10-30,MIL,2021-10-30 17:00:00,4,0,0,0,0,4.0,4,27.0,10.0,27.0,0
2021-10-30,MIN,2021-10-30 17:00:00,1,0,0,0,0,1.0,1,5.0,5.0,5.0,0
2021-10-30,NOP,2021-10-30 17:00:00,3,1,0,1,0,4.0,6,91.0,45.0,83.95,2
2021-10-30,NYK,2021-10-30 17:00:00,2,0,0,0,0,2.0,3,13.0,5.0,9.25,0
2021-10-30,OKC,2021-10-30 17:00:00,4,0,0,0,0,4.0,4,20.0,5.0,20.0,0
2021-10-30,ORL,2021-10-30 17:00:00,4,0,0,1,0,4.25,6,41.0,12.0,34.7,0
2021-10-30,PHI,2021-10-30 17:00:00,4,0,0,0,1,4.0,5,23.0,7.0,20.0,0
2021-10-30,PHX,2021-10-30 17:00:00,2,0,0,0,0,2.0,3,259.0,240.0,255.25,2
2021-10-30,SAS,2021-10-30 17:00:00,5,0,0,0,0,5.0,5,63.0,45.0,63.0,1
2021-10-30,TOR,2021-10-30 17:00:00,4,0,0,0,0,4.0,5,32.0,10.0,28.25,0
2021-10-30,UTA,2021-10-30 17:00:00,3,0,0,3,0,3.75,7,29.0,7.0,17.6,0
2021-10-30,WAS,2021-10-30 17:00:00,5,0,0,0,0,5.0,5,272.0,240.0,272.0,2
2021-10-31,BRK,2021-10-31 17:00:00,3,0,0,0,0,3.0,3,11.0,5.0,11.0,0
2021-10-31,CHA,2021-10-31 17:00:00,2,0,0,1,2,2.25,5,30.0,10.0,11.5,0
2021-10-31,DAL,2021-10-31 17:00:00,1,0,0,0,1,1.0,2,13.0,10.0,3.0,0
2021-10-31,DET,2021-10-31 17:00:00,3,0,0,0,0,3.0,4,19.0,5.0,15.25,0
2021-10-31,HOU,2021-10-31 17:00:00,3,0,1,0,0,3.5,5,28.0,10.0,18.75,0
2021-10-31,LAL,2021-10-31 17:00:00,5,0,3,1,0,6.75,10,55.0,14.0,37.7,1
2021-10-31,MIL,2021-10-31 17:00:00,5,0,0,0,0,5.0,6,35.0,10.0,31.25,0
2021-10-31,POR,2021-10-31 17:00:00,0,0,0,0,1,0.0,1,3.0,3.0,0.0,0
2021-10-31,SAC,2021-10-31 17:00:00,4,0,0,0,0,4.0,5,25.0,5.0,21.25,0
2021-10-31,UTA,2021-10-31 17:00:00,2,0,0,0,0,2.0,3,17.0,7.0,13.25,0
2021-11-01,ATL,2021-11-01 17:00:00,1,0,0,0,0,1.0,1,7.0,7.0,7.0,0
2021-11-01,BOS,2021-11-01 17:00:00,3,0,0,0,0,3.0,3,15.0,5.0,15.0,0
2021-11-01,CHA,2021-11-01 17:00:00,2,0,0,0,0,2.0,3,15.0,5.0,11.25,0
2021-11-01,CHI,2021-11-01 17:00:00,4,0,0,0,1,4.0,5,25.0,8.0,17.0,0
2021-11-01,CLE,2021-11-01 17:00:00,5,0,0,0,0,5.0,5,32.0,14.0,32.0,1
2021-11-01,DEN,2021-11-01 17:00:00,3,0,0,0,0,3.0,3,15.0,7.0,15.0,0
2021-11-01,IND,2021-11-01 17:00:00,2,1,3,0,0,4.25,6,58.0,25.0,44.5,2
2021-11-01,LAC,2021-11-01 17:00:00,5,0,0,0,0,5.0,6,267.0,240.0,263.25,1
2021-11-01,MEM,2021-11-01 17:00:00,1,0,1,0,0,1.5,3,33.0,25.0,27.6,1
2021-11-01,MIN,2021-11-01 17:00:00,1,0,1,0,0,1.5,2,8.0,5.0,6.35,0
2021-11-01,NYK,2021-11-01 17:00:00,1,0,1,0,0,1.5,2,8.0,5.0,6.35,0
2021-11-01,OKC,2021-11-01 17:00:00,5,0,1,0,0,5.5,7,31.0,5.0,25.6,0
2021-11-01,ORL,2021-11-01 17:00:00,4,0,1,0,0,4.5,5,43.0,12.0,37.5,0
2021-11-01,PHI,2021-11-01 17:00:00,3,0,0,0,0,3.0,3,15.0,7.0,15.0,0
2021-11-01,POR,2021-10-31 17:00:00,0,0,0,0,0,0.0,1,5.0,5.0,1.25,0
2021-11-01,SAS,2021-11-01 17:00:00,5,0,0,0,0,5.0,5,63.0,45.0,63.0,1
2021-11-01,TOR,2021-11-01 17:00:00,3,1,0,0,1,3.75,5,35.0,10.0,28.0,0
2021-11-01,WAS,2021-11-01 17:00:00,4,0,0,0,1,4.0,5,272.0,240.0,269.0,2
2021-11-02,DAL,2021-11-02 17:00:00,3,0,0,0,0,3.0,3,11.0,5.0,11.0,0
2021-11-02,DET,2021-11-02 17:00:00,3,0,0,1,2,3.25,6,39.0,10.0,20.5,0
2021-11-02,HOU,2021-11-02 17:00:00,3,0,2,0,0,4.0,6,24.0,5.0,16.95,0
2021-11-02,LAL,2021-11-02 17:00:00,5,0,3,1,0,6.75,10,55.0,14.0,37.7,1
2021-11-02,MIA,2021-11-02 17:00:00,4,0,1,0,0,4.5,5,37.0,12.0,35.35,0
2021-11-02,MIL,2021-11-02 17:00:00,4,0,0,3,0,4.75,7,34.0,10.0,26.349999999999998,0
2021-11-02,NOP,2021-11-02 17:00:00,2,1,0,2,0,3.25,6,91.0,45.0,75.45,2
2021-11-02,PHX,2021-11-02 17:00:00,2,0,1,0,0,2.5,4,262.0,240.0,256.6,2
2021-11-02,SAC,2021-11-02 17:00:00,4,0,0,0,0,4.0,5,25.0,5.0,21.25,0
2021-11-02,UTA,2021-11-02 17:00:00,2,0,0,0,0,2.0,3,17.0,7.0,13.25,0
2021-11-03,ATL,2021-11-03 17:00:00,1,0,1,2,0,2.0,4,16.0,7.0,9.25,0
2021-11-03,BOS,2021-11-03 17:00:00,2,0,0,0,1,2.0,3,35.0,25.0,10.0,0
2021-11-03,BRK,2021-11-03 17:00:00,2,0,0,0,0,2.0,2,8.0,5.0,8.0,0
2021-11-03,CHA,2021-11-03 17:00:00,4,0,0,0,0,4.0,4,20.0,5.0,20.0,0
2021-11-03,CHI,2021-11-03 17:00:00,4,0,0,0,1,4.0,5,25.0,8.0,17.0,0
2021-11-03,CLE,2021-11-03 17:00:00,4,0,0,0,1,4.0,5,34.0,14.0,29.0,1
2021-11-03,DAL,2021-11-03 17:00:00,2,0,1,0,0,2.5,4,16.0,5.0,10.6,0
2021-11-03,DEN,2021-11-03 17:00:00,3,0,0,0,0,3.0,4,20.0,7.0,16.25,0
2021-11-03,GSW,2021-11-03 17:00:00,2,0,0,0,0,2.0,2,14.0,7.0,14.0,0
2021-11-03,IND,2021-11-03 17:00:00,3,0,1,0,0,3.5,4,41.0,25.0,39.35,1
2021-11-03,LAC,2021-11-03 17:00:00,5,0,0,0,0,5.0,6,267.0,240.0,263.25,1
2021-11-03,MEM,2021-11-03 17:00:00,1,0,0,0,0,1.0,2,30.0,25.0,26.25,1
2021-11-03,MIN,2021-11-03 17:00:00,2,0,1,0,0,2.5,4,23.0,10.0,17.6,0
2021-11-03,NOP,2021-11-03 17:00:00,3,0,1,0,0,3.5,5,84.0,45.0,78.6,2
2021-11-03,NYK,2021-11-03 17:00:00,1,0,2,0,0,2.0,4,32.0,12.0,16.15,0
2021-11-03,ORL,2021-11-03 17:00:00,4,0,1,0,0,4.5,5,43.0,12.0,37.5,0
2021-11-03,PHI,2021-11-03 17:00:00,6,0,0,0,0,6.0,6,28.0,7.0,28.0,0
2021-11-03,SAC,2021-11-03 17:00:00,1,0,0,0,0,1.0,2,10.0,5.0,6.25,0
2021-11-03,SAS,2021-11-03 17:00:00,3,0,0,0,3,3.0,6,68.0,45.0,55.0,1
2021-11-03,TOR,2021-11-03 17:00:00,4,0,0,0,0,4.0,4,30.0,10.0,30.0,0
2021-11-03,WAS,2021-11-03 17:00:00,5,0,0,0,0,5.0,5,279.0,240.0,279.0,2
2021-11-04,ATL,2021-11-04 17:00:00,1,0,2,0,0,2.0,4,18.0,7.0,10.95,0
2021-11-04,BOS,2021-11-04 17:00:00,2,0,1,0,1,2.5,5,43.0,25.0,12.6,0
2021-11-04,DET,2021-11-04 17:00:00,2,0,0,0,1,2.0,3,19.0,7.0,14.0,0
2021-11-04,HOU,2021-11-04 17:00:00,3,0,1,0,0,3.5,5,21.0,5.0,15.6,0
2021-11-04,LAL,2021-11-04 17:00:00,4,0,2,3,0,5.75,10,55.0,14.0,28.75,1
2021-11-04,MIA,2021-11-04 17:00:00,3,0,1,0,0,3.5,4,34.0,12.0,28.5,0
2021-11-04,OKC,2021-11-04 17:00:00,4,0,2,0,0,5.0,7,31.0,5.0,23.95,0
2021-11-04,PHI,2021-11-04 17:00:00,7,0,2,0,0,8.0,10,48.0,7.0,38.75,0
2021-11-04,PHX,2021-11-04 17:00:00,1,0,2,0,0,2.0,4,262.0,240.0,248.9,2
2021-11-04,UTA,2021-11-04 17:00:00,2,0,2,2,0,3.5,6,45.0,10.0,22.95,0
2021-11-05,BRK,2021-11-05 17:00:00,6,0,0,0,0,6.0,6,28.0,5.0,28.0,0
2021-11-05,CHA,2021-11-05 17:00:00,5,0,0,1,0,5.25,7,31.0,5.0,24.7,0
2021-11-05,CLE,2021-11-05 17:00:00,4,0,0,0,0,4.0,4,29.0,14.0,29.0,1
2021-11-05,DET,2021-11-05 17:00:00,4,0,1,0,0,4.5,6,33.0,8.0,24.85,0
2021-11-05,GSW,2021-11-05 17:00:00,2,0,0,0,0,2.0,3,19.0,7.0,15.25,0
2021-11-05,IND,2021-11-05 17:00:00,2,0,2,0,0,3.0,5,46.0,25.0,35.1,1
2021-11-05,LAC,2021-11-05 17:00:00,5,0,0,0,0,5.0,6,267.0,240.0,263.25,1
2021-11-05,MEM,2021-11-05 17:00:00,1,0,0,0,0,1.0,1,25.0,25.0,25.0,1
2021-11-05,MIL,2021-11-05 17:00:00,3,0,0,1,0,3.25,5,30.0,10.0,17.75,0
2021-11-05,MIN,2021-11-05 17:00:00,2,0,0,0,0,2.0,3,20.0,10.0,16.25,0
2021-11-05,NOP,2021-11-05 17:00:00,2,0,2,0,0,3.0,5,84.0,45.0,75.3,2
2021-11-05,NYK,2021-11-05 17:00:00,1,0,0,0,0,1.0,2,10.0,5.0,6.25,0
2021-11-05,ORL,2021-11-05 17:00:00,4,0,0,0,1,4.0,5,43.0,12.0,33.0,0
2021-11-05,POR,2021-11-04 17:00:00,0,0,0,0,0,0.0,1,5.0,5.0,1.25,0
2021-11-05,SAC,2021-11-05 17:00:00,4,0,0,0,0,4.0,5,25.0,5.0,21.25,0
